case_id,source_experiment,source_artifact_path,dataset,model_family,explainer,instance_id,prediction,prediction_confidence,true_label,normalized_explanation,explanation_length_tokens,quadrant,random_seed,sample_size,technical_metrics
exp4_70f1fb89c6075a2b,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_123\n_200\results.json,adult,mlp,dice,1943,1,,1,DICE top local factors: education_1st-4th: 1.1000; education_12th: 0.9000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000,80,TP,123,200,"{""cost"": 515.5889169836883, ""faithfulness_gap"": 9.667364351262364e-07, ""fidelity"": -0.01321246677357811, ""runtime_ms"": 515.5889169836883, ""sparsity"": 0.018518518518518517, ""stability"": 0.118267078126021}"
exp4_719c3e5dafe19965,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_anchors\seed_42\n_100\results.json,german_credit,xgb,anchors,188,1,,0,ANCHORS top local factors: installment_commitment: 1.0000; purpose_used car: 1.0000; duration: 0.0000; credit_amount: 0.0000; residence_since: 0.0000; age: 0.0000; existing_credits: 0.0000; num_dependents: 0.0000; checking_status_0<=X<200: 0.0000; checking_status_<0: 0.0000,72,FP,42,100,"{""cost"": 1001.4916379950591, ""faithfulness_gap"": 0.3161144256591797, ""fidelity"": 0.6252452333867425, ""runtime_ms"": 1001.4916379950591, ""sparsity"": 0.03278688524590164, ""stability"": 0.6376747059306259}"
exp4_7334ccb1f9958dda,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_456\n_100\results.json,adult,mlp,dice,1764,0,,0,DICE top local factors: occupation_Transport-moving: 0.9000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,82,TN,456,100,"{""cost"": 485.4832920245826, ""faithfulness_gap"": 0.487307739023656, ""fidelity"": 0.6851620511038191, ""runtime_ms"": 485.4832920245826, ""sparsity"": 0.009259259259259259, ""stability"": 0.041628368107334286}"
exp4_7468633961295699,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_anchors\seed_123\n_100\results.json,german_credit,rf,anchors,129,0,,0,ANCHORS top local factors: duration: 1.0000; credit_amount: 1.0000; installment_commitment: 1.0000; residence_since: 1.0000; age: 1.0000; checking_status_0<=X<200: 1.0000; checking_status_<0: 1.0000; checking_status_no checking: 1.0000; purpose_new car: 1.0000; purpose_used car: 1.0000,74,TN,123,100,"{""cost"": 8007.363740001892, ""faithfulness_gap"": 0.0, ""fidelity"": 0.34799559477350045, ""runtime_ms"": 8007.363740001892, ""sparsity"": 0.32786885245901637, ""stability"": 0.6718133905976287}"
exp4_75520768088e5528,exp2_scaled,experiments\exp2_scaled\results\mlp_shap\seed_42\n_100\results.json,adult,mlp,shap,9298,0,,1,SHAP top local factors: age: 0.0709; education_HS-grad: -0.0607; relationship_Husband: 0.0543; occupation_Transport-moving: -0.0457; marital-status_Never-married: 0.0342; marital-status_Married-civ-spouse: 0.0294; hours-per-week: 0.0277; sex_Female: 0.0252; education_Some-college: 0.0164; occupation_Craft-repair: 0.0136,88,FN,42,100,"{""cost"": 61.492332999478094, ""faithfulness_gap"": 0.010730686473863216, ""fidelity"": 0.6782281897084594, ""runtime_ms"": 61.492332999478094, ""sparsity"": 0.09259259259259259, ""stability"": 0.08476515477061858}"
exp4_778d3be3c54f91e6,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_shap\seed_456\n_100\results.json,german_credit,xgb,shap,87,1,,0,SHAP top local factors: checking_status_no checking: -0.0690; credit_history_critical/other existing credit: 0.0417; purpose_new car: 0.0223; employment_4<=X<7: -0.0223; other_payment_plans_none: 0.0221; savings_status_<100: -0.0197; housing_own: 0.0191; installment_commitment: 0.0186; employment_<1: -0.0179; age: -0.0177,84,FP,456,100,"{""cost"": 1001.4696620000905, ""faithfulness_gap"": 0.1261507272720337, ""fidelity"": 0.398034555962114, ""runtime_ms"": 1001.4696620000905, ""sparsity"": 0.819672131147541, ""stability"": 0.5214580457953628}"
exp4_778dd7d6e1653158,exp2_scaled,experiments\exp2_scaled\results\logreg_shap\seed_42\n_50\results.json,adult,logreg,shap,2567,0,,0,SHAP top local factors: marital-status_Married-civ-spouse: -0.0654; marital-status_Never-married: -0.0564; sex_Female: -0.0393; capital-gain: -0.0296; age: -0.0279; hours-per-week: -0.0268; relationship_Husband: 0.0181; relationship_Not-in-family: 0.0133; education-num: -0.0035; occupation_Exec-managerial: -0.0028,96,TN,42,50,"{""cost"": 28.03887499612756, ""faithfulness_gap"": 0.15880705938815484, ""fidelity"": 0.9731568655611568, ""runtime_ms"": 28.03887499612756, ""sparsity"": 0.09259259259259259, ""stability"": 0.9452587496707788}"
exp4_7828930153eaf25f,exp2_scaled,experiments\exp2_scaled\results\mlp_anchors\seed_42\n_200\results.json,adult,mlp,anchors,2858,1,,1,ANCHORS top local factors: age: 1.0000; fnlwgt: 1.0000; education-num: 1.0000; capital-loss: 1.0000; hours-per-week: 1.0000; workclass_Federal-gov: 1.0000; workclass_Local-gov: 1.0000; workclass_Never-worked: 1.0000; workclass_Private: 1.0000; workclass_Self-emp-inc: 1.0000,82,TP,42,200,"{""cost"": 27987.733874993864, ""faithfulness_gap"": 0.1672519028570053, ""fidelity"": -0.19535510583686422, ""runtime_ms"": 27987.733874993864, ""sparsity"": 0.9722222222222222, ""stability"": 0.0}"
exp4_78dfd1648ed95148,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_shap\seed_456\n_100\results.json,german_credit,xgb,shap,73,0,,1,SHAP top local factors: duration: -0.1629; employment_4<=X<7: 0.0990; checking_status_no checking: -0.0871; purpose_new car: -0.0635; other_payment_plans_none: -0.0569; credit_amount: 0.0568; savings_status_<100: -0.0504; checking_status_<0: -0.0456; property_magnitude_no known property: -0.0288; installment_commitment: 0.0241,84,FN,456,100,"{""cost"": 1000.7835059996069, ""faithfulness_gap"": 0.20012035965919495, ""fidelity"": 0.7425193688787072, ""runtime_ms"": 1000.7835059996069, ""sparsity"": 0.8360655737704918, ""stability"": 0.6472014567181066}"
exp4_7982d390c3e51c7d,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\xgb_anchors\seed_456\n_100\results.json,breast_cancer,xgb,anchors,64,0,,0,ANCHORS top local factors: worst texture: 1.0000; worst concave points: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000,76,TN,456,100,"{""cost"": 2003.2207999611273, ""faithfulness_gap"": 0.10562834143638611, ""fidelity"": 0.6906611457830374, ""runtime_ms"": 2003.2207999611273, ""sparsity"": 0.06666666666666667, ""stability"": 0.7428571428571428}"
exp4_79966d2bb70844bf,exp2_scaled,experiments\exp2_scaled\results\logreg_dice\seed_789\n_100\results.json,adult,logreg,dice,8217,1,,1,DICE top local factors: education-num: 4.6840; native-country_England: 0.5000; age: 0.0000; fnlwgt: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,82,TP,789,100,"{""cost"": 801.4309999998659, ""faithfulness_gap"": 0.32057616937445715, ""fidelity"": 0.7106749222134103, ""runtime_ms"": 801.4309999998659, ""sparsity"": 0.018518518518518517, ""stability"": 0.06293986558404989}"
exp4_7b78e47140c1369b,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_789\n_200\results.json,adult,mlp,dice,2262,1,,1,DICE top local factors: capital-gain: 1.6384; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000; workclass_Private: 0.0000,80,TP,789,200,"{""cost"": 508.63554200009276, ""faithfulness_gap"": 0.29827330603467916, ""fidelity"": 0.9999999999999624, ""runtime_ms"": 508.63554200009276, ""sparsity"": 0.009259259259259259, ""stability"": 0.27481039553509207}"
exp4_7c871a5926ed569e,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_anchors\seed_42\n_100\results.json,breast_cancer,rf,anchors,25,0,,1,ANCHORS top local factors: mean area: 1.0000; area error: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000; mean symmetry: 0.0000,75,FN,42,100,"{""cost"": 5003.122600028291, ""faithfulness_gap"": 0.02999999999999997, ""fidelity"": 0.2044999190429877, ""runtime_ms"": 5003.122600028291, ""sparsity"": 0.06666666666666667, ""stability"": 0.21073513070700692}"
exp4_7e9b6f55ee9b538e,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_shap\seed_456\n_100\results.json,german_credit,xgb,shap,191,1,,1,SHAP top local factors: duration: 0.0961; checking_status_no checking: -0.0470; property_magnitude_real estate: 0.0264; num_dependents: -0.0198; employment_4<=X<7: -0.0197; installment_commitment: 0.0191; other_payment_plans_none: 0.0185; checking_status_<0: 0.0182; housing_own: 0.0139; own_telephone_none: -0.0136,77,TP,456,100,"{""cost"": 1001.466636999794, ""faithfulness_gap"": 0.13262277841567993, ""fidelity"": 0.822273334532148, ""runtime_ms"": 1001.466636999794, ""sparsity"": 0.819672131147541, ""stability"": 0.7827019703099264}"
exp4_7ee17e1b81806239,exp2_scaled,experiments\exp2_scaled\results\logreg_lime\seed_42\n_200\results.json,adult,logreg,lime,2481,0,,1,LIME top local factors: education_Doctorate: -0.0023; capital-gain: 0.0018; workclass_Self-emp-not-inc: -0.0009; marital-status_Married-civ-spouse: 0.0008; occupation_Prof-specialty: -0.0006; relationship_Husband: 0.0005; marital-status_Never-married: -0.0005; marital-status_Divorced: -0.0003; education-num: 0.0002; sex_Female: 0.0000,93,FN,42,200,"{""cost"": 3.1382089946419, ""faithfulness_gap"": 0.20269139683096096, ""fidelity"": 0.46158343596133977, ""runtime_ms"": 3.1382089946419, ""sparsity"": 0.08333333333333333, ""stability"": 0.002514124162029961}"
exp4_81c9024ae418939e,exp2_scaled,experiments\exp2_scaled\results\mlp_anchors\seed_42\n_200\results.json,adult,mlp,anchors,2517,0,,1,ANCHORS top local factors: age: 1.0000; relationship_Husband: 1.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,80,FN,42,200,"{""cost"": 221.7587079940131, ""faithfulness_gap"": 0.43558138469048857, ""fidelity"": 0.6285908219667601, ""runtime_ms"": 221.7587079940131, ""sparsity"": 0.018518518518518517, ""stability"": 0.002309863095584123}"
exp4_8569f49081305637,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_anchors\seed_123\n_100\results.json,german_credit,xgb,anchors,112,1,,1,ANCHORS top local factors: duration: 1.0000; checking_status_<0: 1.0000; purpose_radio/tv: 1.0000; credit_amount: 0.0000; installment_commitment: 0.0000; residence_since: 0.0000; age: 0.0000; existing_credits: 0.0000; num_dependents: 0.0000; checking_status_0<=X<200: 0.0000,73,TP,123,100,"{""cost"": 1000.9294050032622, ""faithfulness_gap"": 0.46537867188453674, ""fidelity"": 0.5188316209298116, ""runtime_ms"": 1000.9294050032622, ""sparsity"": 0.04918032786885246, ""stability"": 0.8815451851186116}"
exp4_861c15c7ecab8f3b,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_42\n_200\results.json,adult,mlp,dice,4255,1,,1,DICE top local factors: native-country_Peru: 1.0000; native-country_Ireland: 0.4000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000,82,TP,42,200,"{""cost"": 455.4542499827221, ""faithfulness_gap"": 0.034976455737351086, ""fidelity"": -0.06036359621238015, ""runtime_ms"": 455.4542499827221, ""sparsity"": 0.018518518518518517, ""stability"": 0.036707757241365636}"
exp4_89444d28efe2ceee,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\xgb_anchors\seed_42\n_100\results.json,breast_cancer,xgb,anchors,86,1,,1,ANCHORS top local factors: worst texture: 1.0000; worst perimeter: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000,75,TP,42,100,"{""cost"": 1004.6916999854147, ""faithfulness_gap"": 0.12233191728591919, ""fidelity"": 0.08873684130937302, ""runtime_ms"": 1004.6916999854147, ""sparsity"": 0.06666666666666667, ""stability"": 0.34761904761904755}"
exp4_89e4fe58e0303d60,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_anchors\seed_456\n_100\results.json,german_credit,xgb,anchors,69,0,,0,ANCHORS top local factors: duration: 1.0000; checking_status_<0: 1.0000; purpose_new car: 1.0000; property_magnitude_no known property: 1.0000; credit_amount: 0.0000; installment_commitment: 0.0000; residence_since: 0.0000; age: 0.0000; existing_credits: 0.0000; num_dependents: 0.0000,69,TN,456,100,"{""cost"": 1001.0933779994957, ""faithfulness_gap"": 0.6877837777137756, ""fidelity"": 0.6069518479309868, ""runtime_ms"": 1001.0933779994957, ""sparsity"": 0.06557377049180328, ""stability"": 0.9666666666666667}"
exp4_8ce491005c0b4780,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_anchors\seed_456\n_100\results.json,breast_cancer,rf,anchors,94,0,,0,ANCHORS top local factors: worst compactness: 1.0000; worst concave points: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000,76,TN,456,100,"{""cost"": 4005.673100007698, ""faithfulness_gap"": 0.16000000000000003, ""fidelity"": 0.584018688897072, ""runtime_ms"": 4005.673100007698, ""sparsity"": 0.06666666666666667, ""stability"": 0.5383997394992552}"
exp4_8fce321dd80c84b7,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_anchors\seed_123\n_100\results.json,german_credit,xgb,anchors,64,1,,1,ANCHORS top local factors: duration: 1.0000; personal_status_male mar/wid: 1.0000; foreign_worker_no: 1.0000; credit_amount: 0.0000; installment_commitment: 0.0000; residence_since: 0.0000; age: 0.0000; existing_credits: 0.0000; num_dependents: 0.0000; checking_status_0<=X<200: 0.0000,72,TP,123,100,"{""cost"": 1000.552458994207, ""faithfulness_gap"": 0.3340899348258972, ""fidelity"": 0.6499756012810085, ""runtime_ms"": 1000.552458994207, ""sparsity"": 0.04918032786885246, ""stability"": 0.5196007358773287}"
exp4_902d690264149a09,exp2_scaled,experiments\exp2_scaled\results\mlp_shap\seed_456\n_100\results.json,adult,mlp,shap,884,0,,1,SHAP top local factors: education_7th-8th: -0.1921; hours-per-week: 0.0676; fnlwgt: 0.0670; education-num: 0.0589; marital-status_Married-civ-spouse: 0.0491; sex_Female: 0.0430; marital-status_Never-married: 0.0287; education_HS-grad: 0.0271; workclass_nan: 0.0203; marital-status_Separated: 0.0197,87,FN,456,100,"{""cost"": 65.71233300201129, ""faithfulness_gap"": 0.4535166023686381, ""fidelity"": 0.43030208224219846, ""runtime_ms"": 65.71233300201129, ""sparsity"": 0.09259259259259259, ""stability"": 0.4627162710798152}"
exp4_9294bc72ae3aeda0,exp2_scaled,experiments\exp2_scaled\results\mlp_anchors\seed_456\n_200\results.json,adult,mlp,anchors,9656,1,,1,ANCHORS top local factors: education-num: 1.0000; hours-per-week: 1.0000; education_Masters: 1.0000; marital-status_Never-married: 1.0000; occupation_Exec-managerial: 1.0000; age: 0.0000; fnlwgt: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; workclass_Federal-gov: 0.0000,82,TP,456,200,"{""cost"": 1386.3842079881579, ""faithfulness_gap"": 0.002801467847627359, ""fidelity"": 0.5951366086430863, ""runtime_ms"": 1386.3842079881579, ""sparsity"": 0.046296296296296294, ""stability"": 0.0647466421213204}"
exp4_92efc0d56dccca0f,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_shap\seed_123\n_100\results.json,breast_cancer,rf,shap,34,1,,1,SHAP top local factors: worst concave points: 0.0599; mean concave points: 0.0449; mean radius: 0.0320; worst concavity: 0.0305; mean texture: -0.0228; mean concavity: 0.0198; worst area: 0.0179; worst perimeter: 0.0138; mean perimeter: 0.0126; mean area: 0.0126,77,TP,123,100,"{""cost"": 1005.940799950622, ""faithfulness_gap"": 0.06000000000000005, ""fidelity"": 0.5700577543396899, ""runtime_ms"": 1005.940799950622, ""sparsity"": 0.9333333333333333, ""stability"": 0.5937619982131296}"
exp4_95751d1d732b6cfa,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_123\n_200\results.json,adult,mlp,dice,6845,0,,0,DICE top local factors: education_7th-8th: 0.7000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,82,TN,123,200,"{""cost"": 475.0455419998616, ""faithfulness_gap"": 0.9890226160096671, ""fidelity"": 0.9882850320322071, ""runtime_ms"": 475.0455419998616, ""sparsity"": 0.009259259259259259, ""stability"": 0.28502419777158355}"
exp4_959ed027a5ab7370,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_anchors\seed_123\n_100\results.json,german_credit,xgb,anchors,16,0,,1,ANCHORS top local factors: duration: 1.0000; credit_amount: 1.0000; checking_status_<0: 1.0000; checking_status_no checking: 1.0000; employment_1<=X<4: 1.0000; property_magnitude_life insurance: 1.0000; installment_commitment: 0.0000; residence_since: 0.0000; age: 0.0000; existing_credits: 0.0000,73,FN,123,100,"{""cost"": 2001.2811199994758, ""faithfulness_gap"": 0.04932790994644165, ""fidelity"": 0.545816985801937, ""runtime_ms"": 2001.2811199994758, ""sparsity"": 0.09836065573770492, ""stability"": 0.5481106084928223}"
exp4_98c1b4de308b5917,exp2_scaled,experiments\exp2_scaled\results\logreg_anchors\seed_999\n_100\results.json,adult,logreg,anchors,5427,1,,1,ANCHORS top local factors: education-num: 1.0000; capital-gain: 1.0000; relationship_Husband: 1.0000; age: 0.0000; fnlwgt: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,80,TP,999,100,"{""cost"": 403.0197079991922, ""faithfulness_gap"": 0.3126153110957812, ""fidelity"": 0.6682349644676583, ""runtime_ms"": 403.0197079991922, ""sparsity"": 0.027777777777777776, ""stability"": 0.0}"
exp4_99188a61b3de9ed4,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_shap\seed_123\n_100\results.json,german_credit,xgb,shap,33,1,,1,SHAP top local factors: checking_status_no checking: 0.1121; credit_amount: 0.0752; age: 0.0633; other_payment_plans_bank: -0.0286; duration: 0.0277; other_payment_plans_none: -0.0221; credit_history_critical/other existing credit: -0.0205; employment_4<=X<7: -0.0202; purpose_new car: 0.0193; checking_status_<0: 0.0147,81,TP,123,100,"{""cost"": 1001.4059899995118, ""faithfulness_gap"": 0.34385961294174194, ""fidelity"": 0.7093223943396666, ""runtime_ms"": 1001.4059899995118, ""sparsity"": 0.7540983606557377, ""stability"": 0.36708820194654157}"
exp4_9a991f3bd7709007,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\xgb_shap\seed_456\n_100\results.json,breast_cancer,xgb,shap,111,1,,0,SHAP top local factors: area error: -0.0740; mean concave points: 0.0635; worst concave points: 0.0554; compactness error: -0.0545; worst symmetry: -0.0540; radius error: -0.0383; worst area: 0.0380; worst perimeter: 0.0327; worst radius: 0.0254; worst smoothness: 0.0208,80,FP,456,100,"{""cost"": 1001.1389000574127, ""faithfulness_gap"": 0.17914199829101562, ""fidelity"": 0.750624826830526, ""runtime_ms"": 1001.1389000574127, ""sparsity"": 0.3333333333333333, ""stability"": 0.8897693707543948}"
exp4_9be4c2983f0c443c,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\xgb_anchors\seed_42\n_100\results.json,breast_cancer,xgb,anchors,53,1,,0,ANCHORS top local factors: area error: 1.0000; worst texture: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000,75,FP,42,100,"{""cost"": 2011.5464000264183, ""faithfulness_gap"": 0.726518452167511, ""fidelity"": 0.9364922698092657, ""runtime_ms"": 2011.5464000264183, ""sparsity"": 0.06666666666666667, ""stability"": 0.4620646181039644}"
exp4_9ee15210bf45996e,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_shap\seed_42\n_100\results.json,breast_cancer,rf,shap,91,1,,1,SHAP top local factors: worst concave points: 0.0903; worst area: 0.0532; worst radius: 0.0467; worst perimeter: 0.0378; mean concavity: 0.0352; mean concave points: 0.0337; worst concavity: 0.0288; worst texture: 0.0199; mean perimeter: 0.0195; mean area: 0.0185,76,TP,42,100,"{""cost"": 1003.0592869734392, ""faithfulness_gap"": 0.19999999999999996, ""fidelity"": 0.4811144044175415, ""runtime_ms"": 1003.0592869734392, ""sparsity"": 1.0, ""stability"": 0.9909354685196031}"
exp4_9fe396b73843aa9e,exp2_scaled,experiments\exp2_scaled\results\logreg_lime\seed_789\n_50\results.json,adult,logreg,lime,6029,0,,0,LIME top local factors: marital-status_Married-AF-spouse: 0.0000; hours-per-week: -0.0000; relationship_Other-relative: 0.0000; workclass_Private: 0.0000; occupation_Other-service: 0.0000; marital-status_Never-married: -0.0000; sex_Female: 0.0000; education_HS-grad: 0.0000; sex_Male: -0.0000; marital-status_Married-civ-spouse: -0.0000,94,TN,789,50,"{""cost"": 10.010250000050291, ""faithfulness_gap"": 0.024077713610894398, ""fidelity"": 0.0, ""runtime_ms"": 10.010250000050291, ""sparsity"": 0.0, ""stability"": 9.575129088855236e-62}"
exp4_9ff8ec547d5d95aa,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_123\n_200\results.json,adult,mlp,dice,1478,0,,1,DICE top local factors: hours-per-week: 3.1114; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000; workclass_Private: 0.0000,80,FN,123,200,"{""cost"": 501.23058300232515, ""faithfulness_gap"": 0.06004993105575557, ""fidelity"": -0.011027687849053358, ""runtime_ms"": 501.23058300232515, ""sparsity"": 0.009259259259259259, ""stability"": 0.05748232678620636}"
exp4_a0a8f165d668d9bc,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\xgb_anchors\seed_456\n_100\results.json,breast_cancer,xgb,anchors,25,0,,0,ANCHORS top local factors: worst radius: 1.0000; worst texture: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000,75,TN,456,100,"{""cost"": 2001.8774999771267, ""faithfulness_gap"": 0.00018586404621601105, ""fidelity"": -0.10291183085813076, ""runtime_ms"": 2001.8774999771267, ""sparsity"": 0.06666666666666667, ""stability"": 0.4047619047619047}"
exp4_a0ab8ed6bc65f8c5,exp2_scaled,experiments\exp2_scaled\results\logreg_lime\seed_42\n_200\results.json,adult,logreg,lime,7569,1,,1,LIME top local factors: native-country_India: 0.0000; native-country_United-States: -0.0000; occupation_Sales: 0.0000; education_Bachelors: 0.0000; education-num: 0.0000; sex_Female: -0.0000; marital-status_Never-married: -0.0000; relationship_Husband: 0.0000; hours-per-week: 0.0000; marital-status_Married-civ-spouse: 0.0000,89,TP,42,200,"{""cost"": 2.955292002297938, ""faithfulness_gap"": 0.19814221540740157, ""fidelity"": 0.21118790457244152, ""runtime_ms"": 2.955292002297938, ""sparsity"": 0.0, ""stability"": 3.490255611731412e-33}"
exp4_a138a3019aad47d9,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_789\n_100\results.json,adult,mlp,dice,5382,0,,1,DICE top local factors: hours-per-week: 0.6484; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000; workclass_Private: 0.0000,80,FN,789,100,"{""cost"": 2441.807849041652, ""faithfulness_gap"": 0.327025530090583, ""fidelity"": 0.14973228405624056, ""runtime_ms"": 2441.807849041652, ""sparsity"": 0.009259259259259259, ""stability"": 0.028547058581775746}"
exp4_a2878ddc3d3b22b3,exp2_scaled,experiments\exp2_scaled\results\logreg_dice\seed_999\n_100\results.json,adult,logreg,dice,4834,1,,0,DICE top local factors: age: 1.0729; workclass_Self-emp-not-inc: 0.6000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,86,FP,999,100,"{""cost"": 505.4233330010902, ""faithfulness_gap"": 0.04630012905379799, ""fidelity"": 0.06787495818287974, ""runtime_ms"": 505.4233330010902, ""sparsity"": 0.018518518518518517, ""stability"": 0.012780361311939414}"
exp4_a5e759675f7b81c4,exp2_scaled,experiments\exp2_scaled\results\logreg_dice\seed_999\n_200\results.json,adult,logreg,dice,6336,1,,1,DICE top local factors: marital-status_Married-civ-spouse: 0.6000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,86,TP,999,200,"{""cost"": 544.955958990613, ""faithfulness_gap"": 0.2094011511565509, ""fidelity"": 0.621682135887841, ""runtime_ms"": 544.955958990613, ""sparsity"": 0.009259259259259259, ""stability"": 0.048746552100841514}"
exp4_a6075392942e36b2,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_anchors\seed_123\n_100\results.json,german_credit,xgb,anchors,169,0,,0,ANCHORS top local factors: duration: 1.0000; residence_since: 1.0000; checking_status_0<=X<200: 1.0000; checking_status_no checking: 1.0000; purpose_education: 1.0000; savings_status_<100: 1.0000; property_magnitude_no known property: 1.0000; own_telephone_yes: 1.0000; credit_amount: 0.0000; installment_commitment: 0.0000,74,TN,123,100,"{""cost"": 2001.6942380025284, ""faithfulness_gap"": 0.48021966218948364, ""fidelity"": 0.5404861180125572, ""runtime_ms"": 2001.6942380025284, ""sparsity"": 0.13114754098360656, ""stability"": 0.8650613292817363}"
